Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off
Dell,Austin,Hardware,6650,0.05,2/6/23,https://www.bloomberg.com/news/articles/2023-02-06/dell-dell-lays-off-about-6-650-employees-in-latest-tech-cuts#xj4y7vzkg,,Post-IPO,2/6/23 15:48,United States,Unknown
VinFast US,Los Angeles,Transportation,80,,2/6/23,https://www.bloomberg.com/news/articles/2023-02-07/vinfast-cuts-about-80-jobs-in-north-america-including-us-cfo#xj4y7vzkg,,Subsidiary,2/8/23 17:53,United States,Unknown
Daraz,Singapore,Retail,,0.11,2/6/23,https://propakistani.pk/2023/02/06/daraz-to-layoff-11-workforce-due-to-extremely-difficult-market-conditions/,,Unknown,2/6/23 19:08,Singapore,Unknown
Autodesk,SF Bay Area,Other,250,0.02,2/2/23,https://www.bloomberg.com/news/articles/2023-02-03/autodesk-layoffs-hit-250-jobs-joining-tech-industry-peers,,Post-IPO,2/3/23 15:59,United States,Unknown
NCC Group,Manchester,Security,125,0.07,2/2/23,https://www.businesstimes.com.sg/companies-markets/british-cybersecurity-firm-ncc-group-cut-workforce-7,,Post-IPO,2/3/23 20:21,United Kingdom,Unknown
Bittrex,Seattle,Crypto,80,,2/2/23,https://www.coindesk.com/business/2023/02/02/crypto-exchange-bittrex-laying-off-83-people/,,Unknown,2/3/23 3:14,United States,Unknown
VerticalScope,Toronto,Media,60,0.22,2/1/23,https://www.theglobeandmail.com/business/article-verticalscope-cuts-22-per-cent-of-staff-in-latest-canadian-tech/,,Post-IPO,2/1/23 23:26,Canada,Unknown
Appgate,Miami,Security,34,0.08,2/1/23,https://seekingalpha.com/filing/7197018,,Post-IPO,2/26/23 21:22,United States,Unknown
Match Group,New York City,Consumer,,0.08,2/1/23,https://www.bloomberg.com/news/articles/2023-02-01/match-will-reduce-global-workforce-by-8-as-sales-miss-estimates?leadSource=uverify%20wall,,Post-IPO,2/2/23 1:29,United States,Unknown
NetApp,SF Bay Area,Data,960,0.08,1/31/23,https://www.theregister.com/2023/01/31/netapp_layoffs_8_percent/,,Post-IPO,1/31/23 16:33,United States,Unknown
National Instruments,Austin,Hardware,,0.04,1/31/23,https://www.cmlviz.com/stocks/NATI/news/b/2023/01/31/national-instruments-corp-expected-to-reduce-ni-s-worldwide-headcount-by-approximately-4-during-2023,,Post-IPO,2/4/23 23:05,United States,Unknown
Philips,Amsterdam,Healthcare,6000,0.13,1/30/23,https://www.reuters.com/markets/europe/philips-scraps-6000-jobs-drive-improve-profitability-2023-01-30/,,Post-IPO,1/30/23 15:45,Netherlands,Unknown
OLX Group,Amsterdam,Marketing,1500,0.15,1/30/23,https://www.financialexpress.com/industry/prosus-operated-olx-to-fire-at-least-1500-employees-globally/2964475/,,Acquired,1/30/23 15:52,Netherlands,Unknown
BM Technologies,Philadelphia,Finance,,0.25,1/30/23,https://ir.bmtxinc.com/news/news-details/2023/BM-Technologies-Inc.-Announces-Profit-Enhancement-Plan-and-Changes-to-Management-and-Directors/default.aspx,,Post-IPO,2/1/23 5:14,United States,Unknown
Me Poupe,Sao Paulo,Finance,60,0.5,1/28/23,https://portaldobitcoin.uol.com.br/os-bastidores-da-demissao-em-massa-da-me-poupe-de-nathalia-arcuri-quer-sair-das-redes-sociais/,,Unknown,1/29/23 20:06,Brazil,Unknown
SSense,Montreal,Retail,138,0.07,1/27/23,https://betakit.com/as-big-tech-makes-mass-layoffs-recent-canadian-startup-reductions-might-cut-deeper/,,Series A,1/28/23 15:11,Canada,https://docs.google.com/spreadsheets/d/16BgEZBKl4qqgwK0MlHy9mtI2v5p8R_o0YtDGDi2KbXY/edit#gid=606007881
Ruggable,Los Angeles,Retail,100,,1/27/23,https://www.modernretail.co/operations/direct-to-consumer-brand-ruggable-lays-off-100-employees/,,Seed,2/1/23 5:31,United States,Unknown
Synopsys,SF Bay Area,Other,100,,1/27/23,https://www.eastbaytimes.com/2023/01/27/synopsys-mountain-view-sunnyvale-job-layoff-tech-facebook-google/,,Post-IPO,1/28/23 15:08,United States,Unknown
Heycar,Berlin,Transportation,73,,1/27/23,https://www.autohaus.de/nachrichten/autohersteller/umstrukturierung-heycar-trennt-sich-von-ueber-70-mitarbeitern-3316468,,Unknown,1/31/23 23:29,Germany,Unknown
Soundwide,Berlin,Other,,0.08,1/27/23,https://cdm.link/2023/01/soundwide-layoffs/,,Unknown,5/1/23 23:55,Germany,Unknown
Mode Global,London,Finance,,1,1/26/23,https://ir.q4europe.com/solutions/ModePlc/4070/newsArticle.aspx?storyid=15676173,,Post-IPO,1/30/23 15:55,United Kingdom,Unknown
IBM,New York City,Hardware,3900,0.02,1/25/23,https://www.bloomberg.com/news/articles/2023-01-25/ibm-to-cut-about-3-900-workers-still-hiring-in-higher-growth-areas,,Post-IPO,1/25/23 23:13,United States,Unknown
Lam Research,SF Bay Area,Hardware,1300,0.07,1/25/23,https://www.bloomberg.com/news/articles/2023-01-25/lam-research-to-cut-7-of-workforce-after-forecast-disappoints?leadSource=uverify%20wall,,Post-IPO,2/1/23 17:05,United States,Unknown
Clear Capital,Reno,Real Estate,250,0.25,1/25/23,https://www.rgj.com/story/news/money/business/2023/01/25/more-layoffs-at-reno-based-clear-capital-amid-seismic-housing-shift/69842319007/,,Unknown,1/26/23 1:58,United States,Unknown
Finastra,Tel Aviv,Finance,,,1/25/23,https://www.calcalistech.com/ctechnews/article/s1sh8e13i,,Unknown,2/7/23 4:10,Israel,Unknown
PagSeguro,Sao Paulo,Finance,,0.07,1/25/23,https://news.fintechnexus.com/pagseguro-and-will-bank-part-of-layoff-wave-in-latam/,,Post-IPO,2/7/23 15:29,Brazil,Unknown
Prosus,Amsterdam,Other,,0.3,1/25/23,https://www.bloomberg.com/news/articles/2023-01-25/prosus-to-cut-30-of-corporate-staff-in-latest-tech-layoffs?leadSource=uverify%20wall,,Unknown,1/25/23 19:24,Netherlands,Unknown
Venngage,Toronto,Marketing,11,0.2,1/24/23,https://betakit.com/as-big-tech-makes-mass-layoffs-recent-canadian-startup-reductions-might-cut-deeper/,,Unknown,1/25/23 5:21,Canada,https://docs.google.com/spreadsheets/d/1ZHCjaA7r0fEJLSR1tCTFxzUQIbzBvrssKQjJMUZC_1Y/edit#gid=0
BitTorrent,SF Bay Area,Infrastructure,92,,1/20/23,https://www.bizjournals.com/sanfrancisco/news/2023/01/20/p2p-bittorrent-rainberry-tech-layoffs-torrent.html,,Acquired,2/7/23 3:53,United States,Unknown
TikTok,Los Angeles,Consumer,,,1/20/23,https://www.businessinsider.com/tiktok-layoffs-talent-acquisition-recruiting-human-resources-2023-1,,Acquired,1/24/23 16:26,United States,Unknown
Capital One,Washington D.C.,Finance,1100,,1/19/23,https://www.reuters.com/technology/capital-one-scraps-1100-tech-positions-source-2023-01-19/,,Post-IPO,1/20/23 15:56,United States,Unknown
Lucid Diagnostics,New York City,Healthcare,,0.2,1/18/23,https://www.genomeweb.com/business-news/lucid-diagnostics-lays-20-percent-workforce-business-reprioritization#.Y9HdouzMK8A,,Post-IPO,1/26/23 1:55,United States,Unknown
Oracle,SF Bay Area,Other,,,1/17/23,https://www.businessinsider.com/leaked-oracle-emails-exec-leaving-layoffs-advertising-reorg-2023-1?IR=T,,Post-IPO,1/27/23 14:18,United States,Unknown
XP,Sao Paulo,Finance,,,1/17/23,https://braziljournal.com/xp-cortes-podem-chegar-a-10-da-empresa/,,Post-IPO,1/27/23 14:20,Brazil,Unknown
PagBank,Sao Paulo,Finance,500,0.07,1/16/23,"https://www.terra.com.br/amp/economia/dinheiro-em-dia/meu-negocio/pagbank-faz-sua-onda-de-layoffs-e-demite-7-do-quadro,718b40b34ae12981e16f3f1a17a25359dzxawknq.html",,Post-IPO,1/17/23 4:25,Brazil,https://docs.google.com/spreadsheets/u/1/d/16EYANYICC6CF6gbBG5NOe50GDv69_sU6J6DB4sxeAGU/htmlview?usp=sharing
Black Shark,Shenzen,Hardware,900,,1/13/23,https://www.scmp.com/tech/tech-trends/article/3206586/china-gaming-phone-maker-black-shark-lays-hundreds-workers-and-fails-pay-full-severance-according,,Unknown,1/23/23 16:49,China,Unknown
Bonterra ,Austin,Other,140,0.1,1/13/23,https://www.thenonprofittimes.com/npt_articles/bonterra-lays-off-10-of-staff/,,Unknown,1/17/23 16:48,United States,Unknown
Definitive Healthcare,Boston,Healthcare,55,0.06,1/12/23,https://www.cmlviz.com/stocks/DH/news/b/2023/01/12/definitive-healthcare-to-cut-current-workforce-by-about-55-people,,Post-IPO,1/13/23 1:55,United States,Unknown
Crypto.com,Singapore,Crypto,,0.2,1/12/23,https://www.coindesk.com/business/2023/01/13/cryptocom-cuts-workforce-by-nearly-20/,,Unknown,1/13/23 14:48,United States,Unknown
Intrinsic,SF Bay Area,Other,40,0.2,1/11/23,https://www.theinformation.com/articles/alphabet-job-cuts-widen-to-robotics-subsidiary,,Acquired,1/12/23 15:03,United States,Unknown
Informatica,SF Bay Area,Data,450,0.07,1/10/23,https://www.channelfutures.com/business-models/informatica-layoffs-to-slash-7-of-workforce-cfo-stepping-down,,Post-IPO,1/10/23 23:49,United States,Unknown
Relevel,Bengaluru,HR,40,0.2,1/10/23,https://inc42.com/buzz/unacademy-owned-relevel-to-layoff-40-employees-as-focus-shifts-to-test-product-business/,,Unknown,1/12/23 15:20,India,Unknown
CreateMe,SF Bay Area,Manufacturing,,,1/6/23,https://www.bizjournals.com/sanfrancisco/news/2023/01/06/layoffs-createme-clothing-manufacturing-newark-sf.html,,Unknown,1/9/23 5:09,United States,Unknown
Genesis,New York City,Crypto,60,0.3,1/5/23,https://www.cnbc.com/2023/01/05/crypto-lender-genesis-trading-lays-off-30percent-of-workforce.html,,Series A,1/5/23 20:18,United States,Unknown
Pegasystems,Boston,HR,245,0.04,1/3/23,https://www.bizjournals.com/boston/news/2023/01/03/pegasystems-to-cut-4-of-its-workforce.html,,Post-IPO,1/4/23 16:12,United States,Unknown
Harappa,New Delhi,Education,60,0.3,1/3/23,https://www.businesstoday.in/latest/corporate/story/exclusive-upgrad-owned-edtech-start-up-harappa-lays-off-30-of-its-workforce-358723-2023-01-03,,Acquired,1/4/23 16:00,India,Unknown
Amdocs,St. Louis,Support,700,0.03,1/2/23,https://www.calcalistech.com/ctechnews/article/bj4shoeco,,Post-IPO,7/7/23 2:36,United States,Unknown
PayU,Amsterdam,Finance,150,0.06,12/26/22,https://www.livemint.com/companies/news/payu-layoffs-6-of-its-workforce-150-employees-lose-jobs-report-11672035519752.html,,Acquired,12/26/22 23:29,Netherlands,Unknown
Willow,Sydney,Real Estate,99,0.22,12/23/22,https://www.afr.com/technology/nicholas-moore-chaired-proptech-willow-fires-99-workers-to-curb-costs-20221222-p5c8am,,Unknown,1/9/23 5:01,Australia,Unknown
Qualcomm,San Diego,Hardware,153,,12/22/22,https://www.sandiegouniontribune.com/business/story/2022-12-22/qualcomm-trims-local-workforce-by-153-jobs-as-smartphone-demand-remains-sluggish,,Post-IPO,1/4/23 16:06,United States,Unknown
 E Inc.,Toronto,Transportation,,,12/16/22,https://betakit.com/layoffs-persist-at-canadian-tech-companies-amid-bleak-outlook-for-2023/,,Post-IPO,12/19/22 17:19,Canada,Unknown
Viant,Los Angeles,Marketing,46,0.13,12/13/22,https://www.businessinsider.com/viant-lay-off-13-percent-of-workforce-2022-12,,Post-IPO,12/21/22 19:35,United States,Unknown
Playtika,Tel Aviv,Consumer,600,0.15,12/9/22,https://en.globes.co.il/en/article-playtika-to-lay-off-600-1001432312,,Post-IPO,12/11/22 6:01,Israel,Unknown
Share Now,Berlin,Transportation,150,0.36,12/9/22,https://www.businessinsider.de/gruenderszene/automotive-mobility/carsharing-sharenow-entlassungen-a/,,Acquired,12/13/22 20:05,Germany,Unknown
Digital Surge,Brisbane,Crypto,,1,12/9/22,https://www.9news.com.au/technology/australian-cryptocurrency-exchange-digital-surge-collapses-into-administration/ebbeb40c-6310-4250-b123-600bc6755cc5,,Unknown,12/11/22 6:09,Australia,Unknown
Zywave,Milwaukee,Finance,,,12/7/22,https://www.bizjournals.com/milwaukee/news/2022/12/07/zywave-layoffs-growth-slows.html,,Acquired,12/9/22 5:09,United States,Unknown
Weedmaps,Los Angeles,Other,175,0.25,12/6/22,https://www.businessinsider.com/weedmaps-cannabis-company-layoffs-cutting-workforce-2022-12,,Acquired,12/7/22 6:29,United States,Unknown
Koinly,London,Crypto,16,0.14,12/6/22,https://blockworks.co/news/crypto-tax-startup-koinly-cuts-staffers-just-in-time-for-tax-season,,Unknown,12/7/22 6:19,United Kingdom,Unknown
Swyftx,Brisbane,Crypto,90,0.4,12/5/22,https://www.smh.com.au/business/companies/worst-case-scenario-local-crypto-exchange-swyftx-lays-off-40-percent-of-staff-20221205-p5c3mu.html,,Unknown,12/5/22 13:26,Australia,Unknown
Bybit,Singapore,Crypto,,0.3,12/3/22,https://cointelegraph.com/news/bybit-announces-second-round-of-layoffs-in-2022-to-survive-bear-market,,Unknown,12/4/22 23:04,Singapore,Unknown
Cognyte,Tel Aviv,Security,100,0.05,12/2/22,https://www.globes.co.il/news/article.aspx?did=1001431603,,Unknown,12/4/22 23:02,Israel,Unknown
BloomTech,SF Bay Area,Education,88,0.5,12/1/22,https://techcrunch.com/2022/12/01/bloomtech-previously-lambda-school-cuts-half-of-staff/,,Unknown,12/1/22 22:20,United States,Unknown
Etermax,Buenos Aires,Other,40,,11/30/22,https://www.clarin.com/economia/despidos-reestructuracion-tecnologicas-empresas-achican-pasar-2023_0_uxSUuShZhQ.html,,Unknown,12/1/22 6:33,Argentina,Unknown
Motional,Boston,Transportation,,,11/30/22,https://techcrunch.com/2022/12/01/hyundai-aptiv-backed-av-startup-motional-cuts-workforce/,,Unknown,12/3/22 5:00,United States,Unknown
Bitfront,SF Bay Area,Crypto,,1,11/29/22,https://www.reuters.com/technology/crypto-exchange-bitfront-shuts-down-2022-11-29/,,Unknown,11/30/22 5:54,United States,Unknown
Lazerpay,Lagos,Crypto,,,11/29/22,https://techpoint.africa/2022/11/29/lazerpay-starts-layoff,,Unknown,11/30/22 5:59,Nigeria,Unknown
Hirect,Bengaluru,Recruiting,200,0.4,11/28/22,https://www.livemint.com/companies/start-ups/startup-direct-hiring-platform-hirect-fires40ofworkforce-11669662447280.html,,Series A,11/29/22 4:27,India,Unknown
Menulog,Sydney,Food,,,11/24/22,https://www.smh.com.au/technology/difficult-decision-menulog-cuts-jobs-in-australia-20221124-p5c111.html,,Acquired,11/28/22 17:56,Australia,Unknown
Utopia Music,Zug,Media,,,11/24/22,https://www.musicbusinessworldwide.com/utopia-music-makes-layoffs-as-it-downsizes-global-team/,,Series B,11/25/22 22:23,Switzerland,Unknown
GloriFi,Dallas,Finance,,1,11/21/22,https://www.wsj.com/articles/anti-woke-bank-glorifi-to-shut-down-11669051554,,Unknown,11/25/22 4:08,United States,Unknown
Metaplex,Chicago,Crypto,,,11/18/22,https://ambcrypto.com/solana-nft-protocol-metaplex-announces-layoffs-after-ftxs-collapse/,,Unknown,11/20/22 0:01,United States,Unknown
Homepoint,Phoenix,Real Estate,113,,11/17/22,https://www.bizjournals.com/phoenix/news/2022/11/17/homepoint-laying-off-az-employees-interest-rates.html,,Post-IPO,11/19/22 23:33,United States,Unknown
Morning Brew,New York City,Media,,0.14,11/17/22,https://twitter.com/maxwelltani/status/1593236660627861504,,Acquired,11/19/22 23:32,United States,Unknown
Productboard,SF Bay Area,Product,100,0.2,11/15/22,https://cc.cz/cesky-startup-productboard-propousti-100-lidi-je-to-nejtezsi-rozhodnuti-kariery-rika-hubert-palan/,,Series D,11/17/22 0:25,United States,Unknown
Protocol,SF Bay Area,Media,60,1,11/15/22,https://www.cnn.com/2022/11/15/media/protocol/index.html,,Acquired,11/15/22 18:19,United States,Unknown
Viber,Luxembourg,Consumer,45,0.08,11/15/22,https://www.calcalistech.com/ctechnews/article/hyy6fhwlo,,Acquired,11/17/22 0:16,Luxembourg,Unknown
Nirvana Money,Miami,Finance,,1,11/15/22,https://twitter.com/_Liso_/status/1592561040898019328,,Unknown,11/16/22 0:08,United States,https://docs.google.com/spreadsheets/d/1lfYAVNzpQaYteMqtKGzqHqHxRF0E2lNMrQGj_bfBR4M/edit#gid=0
Shopee,Jakarta,Food,,,11/14/22,https://www.straitstimes.com/business/sea-e-commerce-arm-shopee-cuts-jobs-in-third-round-of-layoffs-this-year-including-in-s-pore,,Unknown,11/15/22 4:44,Indonesia,Unknown
Juniper,Atlanta,Marketing,,,11/11/22,https://www.linkedin.com/posts/bill-furlong-0895451_juniper-announced-layoffs-today-impacting-activity-6997051846091554816-XniX/,,Acquired,11/17/22 4:28,United States,Unknown
Avast,Phoenix,Security,,0.25,11/10/22,https://cijeurope.com/en/gen-digital-to-lay-off-about-a-quarter-of-its-staff-in-czechia/post.html,,Unknown,11/17/22 4:19,United States,https://www.weworkedatavastnorton.com/
Wavely,SF Bay Area,HR,,1,11/10/22,https://www.wavely.com/talentresources/wavely-shutting-down,,Unknown,11/11/22 5:10,United States,Unknown
SADA,Los Angeles,Other,,0.11,11/8/22,https://www.linkedin.com/posts/safoian_today-we-say-goodbye-to-11-of-our-sada-activity-6995835385201213440-MTMJ/,,Acquired,11/9/22 3:44,United States,Unknown
LendingTree,Charlotte,Finance,200,,11/3/22,https://investors.lendingtree.com/static-files/b06a0e39-53f1-480a-867f-230222a6a84c,,Post-IPO,1/23/23 23:20,United States,Unknown
Digital Currency Gruop,Stamford,Crypto,10,0.13,11/2/22,https://www.coindesk.com/business/2022/11/02/digital-currency-group-promotes-mark-murphy-to-president-cuts-nearly-13-staff-report/,,Unknown,11/3/22 5:00,United States,Unknown
Booking.com,Grand Rapids,Travel,226,,11/1/22,https://www.crainsdetroit.com/west-michigan/bookingcom-close-grand-rapids-area-facility-lay-226,,Acquired,11/3/22 4:16,United States,Unknown
Oracle,SF Bay Area,Other,200,,11/1/22,https://www.businessinsider.com/oracle-cloud-infrastructure-layoffs-200-employees-2022-11?IR=T,,Post-IPO,11/17/22 0:45,United States,Unknown
Tapps Games,Sao Paulo,Consumer,10,,11/1/22,https://dropsdejogos.uai.com.br/noticias/indie/tapps-games-demissoes/,,Unknown,1/21/23 0:44,Brazil,Unknown
Advata,Seattle,Healthcare,32,0.21,10/28/22,https://www.geekwire.com/2022/seattle-area-health-data-analytics-company-advata-lays-off-employees/,,Unknown,10/31/22 15:28,United States,Unknown
GoNuts,Mumbai,Media,,1,10/27/22,https://inc42.com/buzz/celebrity-engagement-startup-gonuts-shut-operations/,,Seed,10/30/22 16:13,India,Unknown
Spreetail,Austin,Retail,,,10/27/22,https://www.wearespreetail.com/blog/a-message-from-global-ceo-brett-thome,,Unknown,10/28/22 16:05,United States,Unknown
Seagate,SF Bay Area,Hardware,3000,0.08,10/26/22,https://www.cnbc.com/2022/10/26/seagate-will-cut-3000-employees-in-latest-sign-of-major-pc-and-cloud-slowdown.html,,Post-IPO,4/1/23 2:08,United States,Unknown
GoFundMe,SF Bay Area,Finance,94,0.12,10/26/22,https://www.gofundme.com/c/announcement,,Series A,10/26/22 23:13,United States,Unknown
Callisto Media,SF Bay Area,Media,,0.35000000000000003,10/25/22,https://www.publishersweekly.com/pw/by-topic/industry-news/publisher-news/article/90722-after-massive-july-layoff-callisto-media-cuts-staff-further.html,,Series D,10/26/22 4:33,United States,Unknown
Philips,Amsterdam,Healthcare,4000,0.05,10/24/22,https://www.reuters.com/business/philips-cut-4000-jobs-after-medical-equipment-recall-2022-10-24/,,Post-IPO,1/21/23 0:40,Netherlands,Unknown
F5,Seattle,Security,100,0.01,10/21/22,https://www.geekwire.com/2022/f5-cutting-fewer-than-100-jobs-due-to-current-macroeconomic-environment/,,Post-IPO,11/17/22 4:21,United States,Unknown
Tiendanube,Buenos Aires,Marketing,50,0.05,10/17/22,https://tekiosmag.com/2022/10/17/unicornio-tiendanube-reduce-sus-operaciones-y-despide-al-5-de-su-plantilla/,,Unknown,11/6/22 18:23,Argentina,Unknown
Huawei,Shenzen,Hardware,,,10/16/22,https://www.thehindubusinessline.com/companies/huaweis-cut-down-on-employees-becomes-boon-for-competitors/article66018089.ece,,Unknown,2/6/23 19:14,China,Unknown
Clear Capital,Reno,Real Estate,378,0.27,10/14/22,https://techcrunch.com/2022/10/14/clear-capital-lays-off-27-of-its-global-staff/,,Unknown,10/15/22 19:27,United States,Unknown
Qin1,Noida,Education,,1,10/14/22,https://inc42.com/buzz/exclusive-mayhem-in-edtech-sector-continues-coding-startup-qin1-shuts-down/,,Seed,10/15/22 2:20,India,Unknown
GSR,Hong Kong,Crypto,,,10/11/22,https://www.coindesk.com/business/2022/10/11/market-maker-gsr-cuts-staff-amid-crypto-winter/,,Unknown,10/12/22 3:41,Hong Kong,Unknown
VanHack,Vancouver,HR,,,10/11/22,https://www.linkedin.com/posts/ilyabrotzky_today-was-a-really-tough-day-at-vanhack-activity-6985704824071753730-zpcX/,,Seed,10/14/22 0:18,United States,https://docs.google.com/spreadsheets/d/1n4-D_GfUGZWsbxZbFpapmoQ6W7WmZhf4F07qmA9hx5Y/htmlview
Collage.com,Detroit,Retail,,1,10/9/22,https://thedeadpixelssociety.com/collage-com-shuts-down/,,Acquired,4/3/23 3:46,United States,Unknown
Turnitin,SF Bay Area,Education,51,0.05,10/6/22,Internal memo,,Acquired,10/8/22 3:37,United States,Unknown
Fivetran,SF Bay Area,Data,,0.05,10/4/22,Internal memo,,Series D,10/5/22 3:04,United States,Unknown
WazirX,Mumbai,Crypto,60,0.4,10/2/22,https://economictimes.indiatimes.com/tech/technology/indian-crypto-exchange-wazirx-fires-40-of-staff-report/articleshow/94603700.cms,,Acquired,10/2/22 21:04,India,https://drive.google.com/drive/folders/1QtEHVScWtTQgMAn_jTRmcESzxZLhu5zp
